Extra Small Onions (< 1 3/4 in),Small Onions (1 3/4 - 1 13/16 in),Medium Onions (1 13/16 - 1 7/8 in),Large Onions(1 7/8 in - 2 in),Extra Large Onions (+ 2 in),Latitude,Longitude,Speed (km/h),Time,Filename
13,0,0,0,5,45.18018,-73.36336,2.0557200000000004,161352.1,E:/shal_lotD4_1208_20191003/result_images/123203.png
18,0,0,0,3,45.18016,-73.36339,2.0372000000000003,161358.3,E:/shal_lotD4_1208_20191003/result_images/123210.png
4,0,0,0,0,45.18014,-73.36342,2.0186800000000003,161404.4,E:/shal_lotD4_1208_20191003/result_images/123216.png
2,0,0,0,2,45.18012,-73.36345,2.00016,161411.0,E:/shal_lotD4_1208_20191003/result_images/123222.png
18,1,0,0,0,45.18010,-73.36347,1.9446,161416.6,E:/shal_lotD4_1208_20191003/result_images/123227.png
16,0,0,2,3,45.18008,-73.36350,1.9260800000000002,161422.1,E:/shal_lotD4_1208_20191003/result_images/123234.png
5,0,0,0,1,45.18006,-73.36353,1.9816400000000003,161428.4,E:/shal_lotD4_1208_20191003/result_images/123240.png
3,0,0,0,1,45.18003,-73.36357,2.0372000000000003,161434.6,E:/shal_lotD4_1208_20191003/result_images/123245.png
8,0,1,0,1,45.18002,-73.36359,1.9816400000000003,161440.0,E:/shal_lotD4_1208_20191003/result_images/123251.png
7,0,0,0,0,45.18000,-73.36362,1.9631200000000002,161445.6,E:/shal_lotD4_1208_20191003/result_images/123256.png
8,0,0,1,1,45.17998,-73.36364,1.7594,161451.3,E:/shal_lotD4_1208_20191003/result_images/123302.png
4,0,0,0,0,45.17996,-73.36366,1.74088,161456.7,E:/shal_lotD4_1208_20191003/result_images/123308.png
7,0,0,0,2,45.17995,-73.36369,1.5927200000000001,161502.6,E:/shal_lotD4_1208_20191003/result_images/123313.png
9,0,0,0,0,45.17993,-73.36371,1.2408400000000002,161508.0,E:/shal_lotD4_1208_20191003/result_images/123319.png
6,0,0,0,0,45.17992,-73.36373,1.5742,161513.5,E:/shal_lotD4_1208_20191003/result_images/123324.png
4,0,0,0,0,45.17990,-73.36374,1.5742,161519.1,E:/shal_lotD4_1208_20191003/result_images/123330.png
5,1,0,0,1,45.17988,-73.36376,1.4816000000000003,161524.7,E:/shal_lotD4_1208_20191003/result_images/123335.png
13,1,0,0,1,45.17987,-73.36378,1.5742,161530.4,E:/shal_lotD4_1208_20191003/result_images/123341.png
14,0,0,0,3,45.17985,-73.36381,1.53716,161536.0,E:/shal_lotD4_1208_20191003/result_images/123347.png
7,0,0,0,0,45.17983,-73.36383,1.55568,161542.2,E:/shal_lotD4_1208_20191003/result_images/123353.png
11,0,0,0,0,45.17982,-73.36385,1.5742,161547.9,E:/shal_lotD4_1208_20191003/result_images/123359.png
7,0,0,0,1,45.17980,-73.36387,1.61124,161553.7,E:/shal_lotD4_1208_20191003/result_images/123404.png
3,0,0,0,0,45.17979,-73.36389,1.55568,161559.1,E:/shal_lotD4_1208_20191003/result_images/123410.png
4,2,0,2,2,45.17977,-73.36392,1.5742,161604.8,E:/shal_lotD4_1208_20191003/result_images/123415.png
11,0,0,0,1,45.17976,-73.36393,1.5927200000000001,161610.3,E:/shal_lotD4_1208_20191003/result_images/123421.png
4,0,0,0,0,45.17975,-73.36395,1.53716,161615.8,E:/shal_lotD4_1208_20191003/result_images/123427.png
10,0,1,1,1,45.17973,-73.36398,1.5927200000000001,161621.7,E:/shal_lotD4_1208_20191003/result_images/123432.png
2,0,0,0,0,45.17971,-73.36400,1.5742,161627.2,E:/shal_lotD4_1208_20191003/result_images/123438.png
1,0,0,1,1,45.17970,-73.36402,1.51864,161633.1,E:/shal_lotD4_1208_20191003/result_images/123444.png
9,0,0,0,0,45.17968,-73.36404,1.55568,161638.5,E:/shal_lotD4_1208_20191003/result_images/123449.png
13,0,0,0,2,45.17966,-73.36406,1.62976,161643.9,E:/shal_lotD4_1208_20191003/result_images/123455.png
7,0,0,0,0,45.17965,-73.36408,1.5927200000000001,161649.5,E:/shal_lotD4_1208_20191003/result_images/123501.png
